"id","kob_name","companyname","premiseaddress","licenseno","licensecategoryname","licenseactive","created_at","updated_at","_source"
"2255554","Food Services - Club_Canteen","THE OPTIMUS PUBLIC SCHOOL","550-B ,KAVINDAPADI MAIN ROAD,SEVAGOUNDANUR,PERIYAPULIYUR(PO),BHAVANI(TK)))","12422007000251","State License","Active","2023-03-27T07:06:50.919177+02:00","2024-09-18T16:13:41.560871+02:00","fssai"
"764973","Konkan Railway - Restaurants","PRAKASH BHAI PATEL S/O BALDEV BHAI JI M/S PATEL PARBHUDAS KISHORDAS BIDIWALA PUBLIC TRUST , NATHDWAR","M/S PATEL PARBHUDAS KISHORDAS BIDIWALA PUBLIC TRUST , NEAR VIDHYA NIKTAN SCHOOL HOTEL MANGLA NATUWAS ,NATHDWARA, RAJSAMAND","12216037000018","State License","Active","2023-03-31T18:23:49.502773+02:00","2024-09-18T19:28:05.267455+02:00","fssai"
"79197477","Indian Railways - Club_Canteen","THE INDIAN PUBLIC SCHOOL","SURVEY NO. 309, 310 & 312, VATTINAGULAPALLY, GANDIPET, RANGAREDDY","13624010000072","State License","Active","2024-01-31T17:02:40.85789+01:00","2024-09-18T17:57:22.348404+02:00","fssai"
"2254903","Central Govt Agencies - Wholesaler","M/S BANARASI DAS PRAMOD KUMAR PROP- PRAMOD KUMAR JAIN S/O BANARASI DAS JAIN R/O NEAR HOLY PUBLIC SCHOOL SIKANDRA AGRA","NEAR FCI GODOWN G T ROAD ETAH","12721059000007","State License","Active","2023-03-31T17:19:54.060418+02:00","2024-09-18T18:18:12.150172+02:00","fssai"
"2316228","Indian Railways - Club_Canteen","PARK PUBLIC SCHOOL","VINAYAGA GARDENS,PERIYAPATTI,NAMAKKAL","12423014000211","State License","Active","2023-03-31T14:13:37.725955+02:00","2024-09-18T17:57:27.64043+02:00","fssai"
"2397971","Indian Railways - Club_Canteen","Dalhousie Public School Educational Society","Dalhousie Public School Siswaan, ","12122801000253","State License","Active","2023-03-31T14:09:56.788861+02:00","2024-09-18T17:56:58.364108+02:00","fssai"
"182726839","Konkan Railway - Club_Canteen","Bhandari Public School","Bhandari Public School, Sihada Road","11424950000075","State License","Active","2024-04-24T18:43:17.720491+02:00","2024-09-18T19:19:57.299254+02:00","fssai"
"1537814","Konkan Railway - Club_Canteen","CHANDANVAN PUBLIC SCHOOL","BHARATPUR ROAD MATHURA","12723004001098","State License","Active","2023-11-08T17:22:29.697699+01:00","2024-09-18T19:19:44.900901+02:00","fssai"
"1040410","Indian Railways - Club_Canteen","CHENNAI PUBLIC SCHOOL (KUPIDISAATHAM NARAYANASWAMI EDUCATIONAL TRUST)","NO.50, THIRUVALLUR HIGH ROAD,THIRUMAZHISAI,POONAMALLEE (TK),CHENNAI - 600 124.","12417023000875","State License","Active","2023-03-31T14:00:46.125518+02:00","2024-09-18T17:57:35.50725+02:00","fssai"
"3863","Indian Railways - Club_Canteen","NATIONAL PUBLIC SCHOOL /NOBLE FRIENDS FOUNDATION","AIRPORT ROAD OPPOSITE BIJASAN TEMPLE","11423850000960","State License","Active","2023-09-23T16:54:19.675757+02:00","2024-09-18T17:57:33.937718+02:00","fssai"
"2347773","Food Services - Club_Canteen","MIDDAY MEALS KITCHEN JINDAL PUBLIC SCHOOL ","JINDAL NAGAR, TUMKUR ROAD, BANGALORE","11222302000059","State License","Active","2023-03-27T07:01:59.431738+02:00","2024-09-18T16:13:40.997735+02:00","fssai"
"2410298","Food Services - Club_Canteen","SHRI GURUKUL VIDHYAPEETH AMAHIYA (MAHARAJA PUBLIC SCHOOL)","NH 30, BELA-SATNA ROAD","11422450000020","State License","Active","2023-03-27T06:50:10.69373+02:00","2024-09-18T16:13:39.563619+02:00","fssai"
"2483799","Food Services - Mid-Day meal - Canteen","MINERVA PUBLIC SCHOOL","5/110, MANGULAM, RAMASAMY NAGAR POST, ARUPPUKOTTAI TALUK","12422032000804","State License","Active","2023-03-26T18:02:32.018551+02:00","2024-09-18T16:08:53.585044+02:00","fssai"
"2418010","Konkan Railway - Club_Canteen","CANTEEN EMERALD VALLEY PUBLIC SCHOOL","YERCAUD FOOT HILLS KONDAPPANAICKENPATTY SALEM-8","12418018002137","State License","Active","2023-03-31T22:49:02.682416+02:00","2024-09-18T19:18:59.700097+02:00","fssai"
"2473388","Indian Railways - Club_Canteen","RIVERSIDE PUBLIC SCHOOL","CORSLEY ROAD, KOTAGIRI","12423021000027","State License","Active","2023-03-31T14:13:13.227789+02:00","2024-09-18T17:57:21.243424+02:00","fssai"
"2483507","Airport_Seaport - Retailer","M/S P & G ENTERPRISES PROP- EKTA JAIN W/O PRASHANT JAIN R/O NEAR HOLY PUBLIC SCHOOL SIKANDRA AGRA","NEAR FCI GODOWN G T ROAD ETAH","12721059000005","State License","Active","2023-03-31T15:37:09.014861+02:00","2024-09-18T17:05:40.833414+02:00","fssai"
"131589583","Konkan Railway - Club_Canteen","KOTAGIRI PUBLIC SCHOOL","K P SCHOOL CANTEEN, 36/8, ST - 2/14, KARUNIYAPURAM, KOTAGIRI, THE NILGIRIS-643217","12424021000054","State License","Active","2024-03-13T18:32:38.586039+01:00","2024-09-18T19:19:54.21228+02:00","fssai"
"241126399","Indian Railways - Club_Canteen","GURU NANAK PUBLIC SCHOOL DALHOUSIE ","BUS STOP GPO ROPAD MOTI TIBA DALHOUSIE ","10924002000024","State License","Active","2024-06-12T20:08:04.955446+02:00","2024-09-18T17:57:31.821499+02:00","fssai"
"160768514","Food Services - Club_Canteen","GOVT ANM TRAINING SCHOOL, INSTITUTE OF PUBLIC HEALTH","OLD POLICE STATION ROAD , INSTITUTE OF PUBLIC HEALTH , KARAYANCHAVADI , POONAMALLEE , CHENNAI - 600 056","12424023000470","State License","Active","2024-04-10T15:59:39.537031+02:00","2024-09-18T16:14:07.351051+02:00","fssai"
"2511009","Food Services - Club_Canteen","BOLUMPALLI JIVITESH REDDY M/S NIRAJ PUBLIC SCHOOL ","H NO 6-3-864 SAADAT MANZIL AMEERPET HYDERABAD ","13623011001437","State License","Active","2023-11-29T15:51:13.458741+01:00","2024-09-18T16:13:57.509394+02:00","fssai"
"2506946","Food Services - Club_Canteen","Delhi Public School (A Unit of Jagran Social Welfare Society)","Agra - Mumbai Haighway Behind Silicon velly Near rau","11419850000485","State License","Active","2023-03-27T05:28:53.885553+02:00","2024-09-18T16:14:11.0509+02:00","fssai"
"2557951","Central Govt Agencies - Retailer","SHREE BALAJI AGENCIES , INFRONT OF GOVIND PUBLIC SCHOOL, ONDELA ROAD , DHOLPUR","Mukesh Kumar Mittal s/o Mr. Deen Dayal Mittal, Chobdar Mohalla , Dholpur","12222022000042","State License","Active","2023-03-31T21:30:56.939553+02:00","2024-09-18T19:03:29.442144+02:00","fssai"
"276219863","Indian Railways - Club_Canteen","M/S DELHI PUBLIC SCHOOL CANTEEN","MAHARAJA HARI SINGH SHAHIDI CHOWK RESIDENCY ROAD","11024150000215","State License","Active","2024-07-10T17:22:45.956193+02:00","2024-09-18T17:57:33.808099+02:00","fssai"
"2545181","Konkan Railway - Club_Canteen","THE INDIAN PUBLIC SCHOOL","SF. No.33/1B1, 33/1B2 of Vandiyur Bit -1 Village, Karuppayurani","12422012002259","State License","Active","2023-03-31T22:54:30.575173+02:00","2024-09-18T19:19:33.150482+02:00","fssai"
"1903275","Food Services - Club_Canteen","THE INDIAN PUBLIC SCHOOL PVT LTD","PLOT NO.1A/4&1A/5, 2ND CROSS MAIN ROAD, AMBATTUR INDUSTRIAL ESTATE, AMBATTUR","12421023001899","State License","Active","2023-03-27T07:38:28.272044+02:00","2024-09-18T16:13:45.032452+02:00","fssai"
"2591706","Indian Railways - Club_Canteen","BIJENDRA PUBLIC SCHOOL ","ABHAS KUMAR MISHRA S/O-BHUBANESHWAR MISHRA AT-NH31, MARANGA ","10423340000111","State License","Active","2023-05-30T23:43:36.781198+02:00","2024-09-18T17:57:31.349488+02:00","fssai"
"2584445","Konkan Railway - Club_Canteen","Delhi Public School","DPS Campus k. no. 102/214,103/3 Near Water World,Nipania indore","11419850000486","State License","Active","2023-03-31T22:50:45.597904+02:00","2024-09-18T19:20:01.307844+02:00","fssai"
"2592605","Konkan Railway - Club_Canteen","Dalhousie Public School Educational Society","Dalhousie Public School Siswaan, ","12122801000253","State License","Active","2023-03-31T22:53:32.662858+02:00","2024-09-18T19:19:29.807554+02:00","fssai"
"2647710","Central Govt Agencies - Retailer","LOVI ADVERTISING & PUBLICITY PRIVATE LIMITED","SHOP NO-GROUND FLOOR-55, NORTH GATE MALL, ORBIT PLAZA, GUJRANWALA TOWN NEW DELHI","13315002000659","State License","Active","2023-03-31T20:53:30.889282+02:00","2024-09-18T19:00:08.420688+02:00","fssai"
"2652178","Konkan Railway - Restaurants","INDORE PUBLIC SCHOOL","AB ROAD HUKMAKHEDI RAJENDRA NAGAR,INDORE","11422850001005","State License","Active","2023-03-31T18:42:41.270415+02:00","2024-09-18T19:29:35.707814+02:00","fssai"
"2651049","Indian Railways - Club_Canteen","BISHNUPUR PUBLIC SCHOOL & COLLEGE OF NURSING","RAMANANDA NAGAR,BISHNUPUR,BANKURA","12822029000031","State License","Active","2023-03-31T14:10:15.819938+02:00","2024-09-18T17:57:24.183474+02:00","fssai"
"2709209","Konkan Railway - Club_Canteen","AVATAR MEHER BABA PERPETUAL PUBLIC CHARITABLE TRUST","GAT NO 24/A/1, HOSTEL D BUILDING , A/P ARANGAON ,MEHERABAD  ","11523032000152","State License","Active","2023-05-31T05:43:42.357648+02:00","2024-09-18T19:19:58.268579+02:00","fssai"
"2690702","Konkan Railway - Club_Canteen","NATIONAL PUBLIC SCHOOL ","VEPPANATHAM,VAGURAMPATTY,TRICHY ROAD","12422014000213","State License","Active","2023-03-31T22:53:21.024996+02:00","2024-09-18T19:19:28.806307+02:00","fssai"
"126815060","Food Services - Club_Canteen","KOTAGIRI PUBLIC SCHOOL","K P SCHOOL CANTEEN, 36/8, ST - 2/14, KARUNIYAPURAM, KOTAGIRI, THE NILGIRIS-643217","12424021000054","State License","Active","2024-03-13T15:58:43.156564+01:00","2024-09-18T16:14:05.744507+02:00","fssai"
"188460108","Airport_Seaport - Distributor","RAHUL PUBLICATION","RAHUL KUMAR S/O BHOLA SAH-AT-RAJKUMARGANJ-PO-LALBAGH-PS-NAGAR","10424310000094","State License","Active","2024-05-01T17:12:04.559799+02:00","2024-09-18T17:27:39.039404+02:00","fssai"
"7388917","Trade_Retail - Importer","KLA India Public Limited","2nd Mile Stone, Kiccha Road, Rudrapur                                                                                                                                                            ","10013012000239","Central License","Active","2023-03-31T07:10:40.040005+02:00","2024-11-06T15:14:18.928739+01:00","fssai"
"2726164","Indian Railways - Club_Canteen","INDIAN PUBLIC SCHOOL PRIVATE LIMITED","PLOT NO. 23& 24, PEERANCHERUVU, RANGAREDDY ","13623010000725","State License","Active","2023-09-27T17:05:19.321767+02:00","2024-09-18T17:57:14.216011+02:00","fssai"
"326747753","Food Services - Club_Canteen","M/s SHIVANI PUBLIC SCHOOL, GIRIGANI RAHUL VARMA","GIRIGANI RAHUL VARMA, SHIVANI PUBLIC SCHOOL, LAKNEPALLY, NARSAMPET, WARANGAL, 506330","13624004000191","State License","Active","2024-08-21T15:55:56.51537+02:00","2024-09-18T16:14:18.398682+02:00","fssai"
"2726949","Airport_Seaport - Retailer","M/S BANARASI DAS PRAMOD KUMAR PROP- PRAMOD KUMAR JAIN S/O BANARASI DAS JAIN R/O NEAR HOLY PUBLIC SCHOOL SIKANDRA AGRA","NEAR FCI GODOWN G T ROAD ETAH","12721059000007","State License","Active","2023-03-31T15:33:59.957327+02:00","2024-09-18T17:05:34.49991+02:00","fssai"
"2755704","Konkan Railway - Club_Canteen","DON BOSCO PUBLIC SCHOOL","DOGAON, P.O.- DOGARA","12615007000255","State License","Active","2023-03-31T22:52:40.111176+02:00","2024-09-18T19:19:24.523884+02:00","fssai"
"2750910","Airport_Seaport - Retailer","LOVI ADVERTISING & PUBLICITY PRIVATE LIMITED","SHOP NO-GROUND FLOOR-55, NORTH GATE MALL, ORBIT PLAZA, GUJRANWALA TOWN NEW DELHI","13315002000659","State License","Active","2023-03-29T15:33:30.95057+02:00","2024-09-18T17:00:13.035056+02:00","fssai"
"356454481","Indian Railways - Restaurants","M/S. HOTEL PUBLIC HOUSE RESTAURANT. PROP. M/R.SHRIKANT RAMCHANDRA SURYAWANSHI.","AT. MALMATTA NO. 1371, GADEGAON TAH-LAKHANI","11524058000106","State License","Active","2024-09-11T17:06:09.291877+02:00","2024-09-18T17:55:02.200848+02:00","fssai"
"2754608","Konkan Railway - Food Vending Establishment","Minhaj Publications India Forum","Block No. R-1, Mahabalipuram, Tandalja Road, Tandalja","10722032000309","State License","Active","2023-03-31T19:01:38.338518+02:00","2024-09-18T19:35:32.23725+02:00","fssai"
"1138075","Food Services - Club_Canteen","BISHNUPUR PUBLIC SCHOOL & COLLEGE OF NURSING","RAMANANDA NAGAR,BISHNUPUR,BANKURA","12822029000031","State License","Active","2023-03-27T07:25:19.756735+02:00","2024-09-18T16:14:03.806169+02:00","fssai"
"2762336","Konkan Railway - Club_Canteen","Rosy Public School Canteen / Satya Veer Sigh","KOLA MOD FARRUKHABAD, JALALABAD HIGHWAY","12722012000360","State License","Active","2023-03-31T22:54:41.603965+02:00","2024-09-18T19:20:07.633123+02:00","fssai"
"2758354","Konkan Railway - Club_Canteen","THE INDIAN PUBLIC SCHOOL","SF.NO.118, 30, KARAIPUDUR VILLAGE,ARULPURAM,PALLADAM (TK)","12417027000633","State License","Active","2023-03-31T22:54:37.577962+02:00","2024-09-18T19:19:33.603191+02:00","fssai"
"2763974","Airport_Seaport - Wholesaler","M/s- SUREKA PUBLICATIONS PVT. LTD., Mr. Nreepen Das (Director)","Gorolia, Near Sarusajai Stadium, N.H.-37, P.O.- Sawkuchi, P.S.- Basistha, Guwahati-781034","10320001000378","State License","Active","2023-03-31T11:42:33.004059+02:00","2024-09-18T16:26:45.039525+02:00","fssai"
"2807822","Konkan Railway - Food Vending Establishment","Him Academy Public School / Des Raj Head Chef","Vikas Nagar P.O. Daruhi Tehsil and Distt Hamirpur","10919003000026","State License","Active","2023-03-31T18:57:31.875738+02:00","2024-09-18T19:36:22.55645+02:00","fssai"
"2848480","Food Services - Club_Canteen","Rosy Public School Canteen / Satya Veer Sigh","KOLA MOD FARRUKHABAD, JALALABAD HIGHWAY","12722012000360","State License","Active","2023-03-27T08:01:15.681146+02:00","2024-09-18T16:14:18.520645+02:00","fssai"
"2772154","Konkan Railway - Club_Canteen","DELHI PUBLIC SCHOOL HOSTEL","DAGAPUR,P.O&P.S PRADHAN NAGAR","12822006000426","State License","Active","2023-03-31T22:54:51.147629+02:00","2024-09-18T19:19:41.779096+02:00","fssai"
"2783209","Food Services - Food Vending Establishment","GODAVARI MANAR PUBLIC SCHOOL AND JUNIOR COLLEGE - PANDEY DURGAPRASAD RAMCHANDRA (Principal)","H.NO. 450 SHANKAR NAGAR TQ. BILOLI DIST. NANDED-431736","11522076000140","State License","Active","2023-03-27T01:41:38.854881+02:00","2024-09-18T16:11:17.597741+02:00","fssai"
"335016869","Trade_Retail - Retailer","M/S PUBLIC MEDICAL AGENCY","BLOCK-B, ROOM NO-7, 1ST FOOR,LALGOLA MAHARAJA ROAD MARKET","12824011000206","State License","Active","2024-08-28T15:30:19.042526+02:00","2024-11-06T16:11:52.914211+01:00","fssai"
"2856450","Food Services - Club_Canteen","HOSUR PUBLIC SCHOOL","RAYAKOTTAI HIGHWAYS, KARAPALLI, HOSUR.","12422011000579","State License","Active","2023-03-31T10:33:05.217881+02:00","2024-09-18T16:14:17.04586+02:00","fssai"
"2832899","Food Services - Club_Canteen","THE INDIAN PUBLIC SCHOOL PVT LTD`","PLOT NO.44&53, DEVELOPED PLOTS, INDUSTRIAL ESTATE, PERUNGUDI","12421008003698","State License","Active","2023-03-27T07:29:59.765554+02:00","2024-09-18T16:14:10.856982+02:00","fssai"
"2856462","Indian Railways - Club_Canteen","The Indian Public School","8/3004, Fr. Abel Nagar, Edachira, Thengode (PO), Kakkanad","11323007000682","State License","Active","2023-05-30T23:42:05.752895+02:00","2024-09-18T17:57:37.666732+02:00","fssai"
"2846148","Food Services - Club_Canteen","THE INDIAN PUBLIC SCHOOL","CHENNIMALAI ROAD, SENAPATHYPALAYAM, GOUNDACHIPALAYAM POST, ERODE,","12421007000231","State License","Active","2023-03-27T06:19:28.21533+02:00","2024-09-18T16:14:03.574857+02:00","fssai"
"2946063","Indian Railways - Caterer","ASLA PUBLIC KITCHEN ","39/24-3, KOZHIKKARA STREET, PALAKAKD ","11321009000231","State License","Active","2023-03-31T18:08:10.645548+02:00","2024-09-18T17:32:01.467134+02:00","fssai"
"2904946","Central Govt Agencies - Retailer","M/S-NIRMAL PUBLIC HEALTH SERVICE CENTRE. PROP.-SISTER RITTY. S/O-LATE.GREGORY CHACKO. MOB-8521657945","CHURCH GATE NEAR PAR NAWADA GAYA ROAD","10423210000018","State License","Active","2023-03-31T22:23:26.434236+02:00","2024-09-18T19:09:40.239255+02:00","fssai"
"257529169","Airport_Seaport - Retailer","V ENTERPRISES/ VEERENDRA KUMAR  S GROUND FLOOR 225/223/13/1/13/2/A1 SRI KRISHNA KRUPA MARALUBAGILU MAIN ROAD SHREENIKETHAN PUBLIC SCHOOL MARALABAGILU MARALABAGAL ROAD DEVANAHALLI BANGALORE RURAL","GROUND FLOOR 225/223/13/1/13/2/A1 SRI KRISHNA KRUPA MARALUBAGILU MAIN ROAD SHREENIKETHAN PUBLIC SCHOOL MARALABAGILU MARALBAGAL ROAD DEVANAHALLI BANGALORE RURAL","11224303000371","State License","Active","2024-06-26T18:59:50.4869+02:00","2024-09-18T17:12:44.690841+02:00","fssai"
"3022116","Food Services - Club_Canteen","RIVERSIDE PUBLIC SCHOOL","CORSLEY ROAD, KOTAGIRI","12423021000027","State License","Active","2023-03-27T08:42:35.899896+02:00","2024-09-18T16:14:00.351731+02:00","fssai"
"3026469","Food Services - Club_Canteen","CHENNAI PUBLIC SCHOOL (KUPIDISAATHAM NARAYANASWAMI EDUCATIONAL TRUST)","T.V.S.AVENUE MAIN ROAD,ANNA NAGAR WEST EXTN,CHENNAI-101","12418023000804","State License","Active","2023-03-27T03:34:50.617042+02:00","2024-09-18T16:14:15.197299+02:00","fssai"
"3164759","Airport_Seaport - Retailer","BRIJ PUBLICITY & ADVERTISING PVT.LTD.","GF-110,111,170,171, South Court Mall, Saket","13315008000567","State License","Active","2023-03-29T15:33:25.291235+02:00","2024-09-18T17:00:12.634473+02:00","fssai"
"3022976","Food Services - Club_Canteen","PARK PUBLIC SCHOOL","VINAYAGA GARDENS,PERIYAPATTI,NAMAKKAL","12423014000211","State License","Active","2023-03-29T12:09:55.827458+02:00","2024-09-18T16:14:07.351051+02:00","fssai"
"2311658","Indian Railways - Food Vending Establishment","DR. VIJAYA OLD AGE HOME RUN BY RANGACHARI RAJALAKSHMI PUBLIC CHARITABLE TRUST ","3/772, BALAKRISHNA NAGAR, PILLAIYARPATTI, VALLAM, THANJAVUR ","12423020000207","State License","Active","2023-04-06T21:22:18.840129+02:00","2024-09-18T17:40:51.258545+02:00","fssai"
"3174738","Indian Railways - Food Vending Establishment","Minhaj Publications India Forum","Block No. R-1, Mahabalipuram, Tandalja Road, Tandalja","10722032000309","State License","Active","2023-03-31T13:57:25.728228+02:00","2024-09-18T17:40:04.136892+02:00","fssai"
"3169700","Central Govt Agencies - Wholesaler","SHREE BALAJI AGENCIES , INFRONT OF GOVIND PUBLIC SCHOOL, ONDELA ROAD , DHOLPUR","Mukesh Kumar Mittal s/o Mr. Deen Dayal Mittal, Chobdar Mohalla , Dholpur","12222022000042","State License","Active","2023-03-31T16:38:45.431191+02:00","2024-09-18T18:16:38.865367+02:00","fssai"
"383338","Indian Railways - Club_Canteen","DON BOSCO PUBLIC SCHOOL","DOGAON, P.O.- DOGARA","12615007000255","State License","Active","2023-03-31T14:08:29.222871+02:00","2024-09-18T17:56:53.248899+02:00","fssai"
"258621045","Indian Railways - Club_Canteen","DELHI PUBLIC SCHOOL","SECTOR-12, R.K. PURAM ","13324009000280","State License","Active","2024-06-26T19:40:22.051373+02:00","2024-09-18T17:57:33.937718+02:00","fssai"
"3209580","Central Govt Agencies - Wholesaler","M/S MAA MAHAKALI SERVICES ,GOLDEN PUBLIC SCHOOL ,NA ,W,NO-07, NH 327, CHAKLA NIRMALI ,SUPAUL","M/S MAA MAHAKALI SERVICES ,GOLDEN PUBLIC SCHOOL ,NA , W.NO-07, NH 327, CHAKLA NIRMALI ,SUPAUL","10423300000017","State License","Active","2023-03-31T17:30:42.106137+02:00","2024-09-18T18:21:37.437485+02:00","fssai"
"142011104","Trade_Retail - Trader_Merchant - Exporter","SRI CHIDRUPA PRODUCTS SERVICES PUBLICATIONS PRIVATE LIMITED","H NO 2-1-563/14, OPP TO SHANKERMUTT, TEMPLE ,NALLAKUNTA ,","13624999000175","Central License","Active","2024-03-27T14:54:25.384883+01:00","2024-11-06T15:08:07.673489+01:00","fssai"
"3226094","Food Services - Club_Canteen","DHARMAR MURUGIAH,Global Public School'CANTEEN'","DHARMAR MURUGIAH,Global Public School'CANTEEN',12/310-C,OEN Junction,Thiruvaniyoor","11316007000334","State License","Active","2023-03-27T07:28:37.100193+02:00","2024-09-18T16:14:09.803302+02:00","fssai"
"2351405","Food Services - Food Vending Establishment","Him Academy Public School / Des Raj Head Chef","Vikas Nagar P.O. Daruhi Tehsil and Distt Hamirpur","10919003000026","State License","Active","2023-03-26T21:15:36.960961+02:00","2024-09-18T16:11:57.915642+02:00","fssai"
"323191766","Konkan Railway - Restaurants","AZIZ MUHAMMED COMMUNITY HALL / HASHIMI PUBLIC CHARITABLE TRUST","16D / 354,355 PAIKI T.P.NO.23, MADNI SOCIETY, NEAR ALFESANI SCHOOL, GORAT NEW COZWAY ROAD, RANDER ROAD, SURAT","10724031001041","State License","Active","2024-08-14T18:26:50.502911+02:00","2024-09-18T19:32:29.157925+02:00","fssai"
"359118195","Konkan Railway - Restaurants","M/S. HOTEL PUBLIC HOUSE RESTAURANT. PROP. M/R.SHRIKANT RAMCHANDRA SURYAWANSHI.","AT. MALMATTA NO. 1371, GADEGAON TAH-LAKHANI","11524058000106","State License","Active","2024-09-11T18:23:20.693273+02:00","2024-09-18T19:32:44.092434+02:00","fssai"
"3309421","Indian Railways - Food Vending Establishment","BHASHYAM  PUBLIC SCHOOL  - BHASHYAM RAMA KRISHNA ","Asst. No.1021136756, D.No.11-945/9, Gorantla, Guntur","10121007000076","State License","Active","2023-03-31T14:02:04.833237+02:00","2024-09-18T17:40:16.519955+02:00","fssai"
"3392433","Food Services - Food Vending Establishment","Minhaj Publications India Forum","Block No. R-1, Mahabalipuram, Tandalja Road, Tandalja","10722032000309","State License","Active","2023-03-27T00:02:16.420005+02:00","2024-09-18T16:11:07.770989+02:00","fssai"
"230721","Indian Railways - Club_Canteen","INDORE PUBLIC SCHOOL","AB ROAD HUKMAKHEDI RAJENDRA NAGAR,INDORE","11422850001005","State License","Active","2023-03-31T14:11:42.991676+02:00","2024-09-18T17:57:02.553291+02:00","fssai"
"3366698","Airport_Seaport - Wholesaler","SHREE BALAJI AGENCIES , INFRONT OF GOVIND PUBLIC SCHOOL, ONDELA ROAD , DHOLPUR","Mukesh Kumar Mittal s/o Mr. Deen Dayal Mittal, Chobdar Mohalla , Dholpur","12222022000042","State License","Active","2023-03-31T12:20:40.678223+02:00","2024-09-18T16:28:51.877458+02:00","fssai"
"3411621","Indian Railways - Club_Canteen","VIDHYA NIKETAN PUBLIC SCHOOL","NO:21/17-18, PULIYAKULAM ROAD,COIMBATORE.","12419003000171","State License","Active","2023-03-31T14:02:04.372352+02:00","2024-09-18T17:56:24.676075+02:00","fssai"
"843237","Konkan Railway - Restaurants","PATEL PARBHUDAS KISHORDAS BIDIWALA PUBLIC TRUST SANCHALIT REVA-PRABHU SADAN","TRUSTEES OF.KIRTIKUMAR P PATEL, PATEL ASHOKKUMAR P,PATEL DHRUVKUMAR J,PATEL AMRISHKUMAR J,MI NO.101593/100554/100555/100556,DANTA ROAD,AMBAJI TA.DANTA DIST.BANASKANTHA","10718005000024","State License","Active","2023-03-31T18:35:19.760223+02:00","2024-09-18T19:29:06.128109+02:00","fssai"
"3478251","Konkan Railway - Caterer","ASLA PUBLIC KITCHEN ","39/24-3, KOZHIKKARA STREET, PALAKAKD ","11321009000231","State License","Active","2023-03-31T22:39:39.805721+02:00","2024-09-18T19:16:44.593904+02:00","fssai"
"3472316","Indian Railways - Club_Canteen","NATIONAL PUBLIC SCHOOL ","VEPPANATHAM,VAGURAMPATTY,TRICHY ROAD","12422014000213","State License","Active","2023-03-31T14:09:39.76443+02:00","2024-09-18T17:56:57.512626+02:00","fssai"
"180568500","Indian Railways - Club_Canteen","Bhandari Public School","Bhandari Public School, Sihada Road","11424950000075","State License","Active","2024-04-24T17:29:37.7032+02:00","2024-09-18T17:57:28.887145+02:00","fssai"
"3518545","Food Services - Club_Canteen","A.V.P. TRUST PUBLIC SENIOR SECONDARY SCHOOL (CBSE)","A.V.P. LAYOUT, GANDHI NAGAR, TIRUPUR","12423027000604","State License","Active","2023-07-23T21:35:15.322504+02:00","2024-09-18T16:14:11.55998+02:00","fssai"
"3517446","Food Services - Club_Canteen","DAYANAND PUBLIC SCHOOL","C/O- ISWAR PANIGRAHI, S/O-  RAMACHANDRA PANIGRAHI, AT- RASERAM VIHAR, PADIABAHAL, SAMBALPUR","12023028000022","State License","Active","2023-08-03T19:00:46.091062+02:00","2024-09-18T16:14:16.886506+02:00","fssai"
"3529644","Central Govt Agencies - Wholesaler","ADWALL OUTDOOR PUBLICITY ","1ST FLOOR,SHOP NO- 141, CRYSTAL COMPLEX, M G ROAD, CHITAKHANA CHOWK, JUNAGADH","10721999001226","Central License","Active","2023-03-31T17:07:17.507778+02:00","2024-09-18T18:17:43.974538+02:00","fssai"
"3572620","Airport_Seaport - Wholesaler","ADWALL OUTDOOR PUBLICITY ","1ST FLOOR,SHOP NO- 141, CRYSTAL COMPLEX, M G ROAD, CHITAKHANA CHOWK, JUNAGADH","10721999001226","Central License","Active","2023-03-31T12:46:04.003667+02:00","2024-09-18T16:29:49.339267+02:00","fssai"
"43549407","Food Services - Club_Canteen","JAYANTHI PUBLIC SENIOR SECONDARY SCHOOL","SF.NO. 66/2A, JAYANTHI GARDEN, ARULPURAM, KARAIPUDUR VILLAGE, PALLADAM (TK), TIRUPUR","12423027001288","State License","Active","2024-01-03T16:16:55.863408+01:00","2024-09-18T16:13:59.567471+02:00","fssai"
"3653042","Airport_Seaport - Wholesaler","M/S P & G ENTERPRISES PROP- EKTA JAIN W/O PRASHANT JAIN R/O NEAR HOLY PUBLIC SCHOOL SIKANDRA AGRA","NEAR FCI GODOWN G T ROAD ETAH","12721059000005","State License","Active","2023-03-31T12:58:07.151152+02:00","2024-09-18T16:30:18.611497+02:00","fssai"
"2474899","Indian Railways - Club_Canteen","RAJSHREE PUBLIC SCHOOL RESIDENTIAL","SECRETORY - PATIL DNYANOBA URF DILIP GOVINDRAO, SAI NAGAR AMBEDKAR CHOWK LATUR ROAD NANDED-431603","11520048000142","State License","Active","2023-03-31T14:13:19.976668+02:00","2024-09-18T17:57:25.102334+02:00","fssai"
"2446847","Indian Railways - Club_Canteen","DAYANAND PUBLIC SCHOOL","C/O- ISWAR PANIGRAHI, S/O-  RAMACHANDRA PANIGRAHI, AT- RASERAM VIHAR, PADIABAHAL, SAMBALPUR","12023028000022","State License","Active","2023-08-04T02:22:31.203685+02:00","2024-09-18T17:57:37.332982+02:00","fssai"
